Date,GDP Growth
1946-01-01,
1946-04-01,
1946-07-01,
1946-10-01,
1947-01-01,
1947-04-01,
1947-07-01,
1947-10-01,
1948-01-01,
1948-04-01,
1948-07-01,
1948-10-01,
1949-01-01,
1949-04-01,
1949-07-01,
1949-10-01,
1950-01-01,15.489134904837876
1950-04-01,18.057226956352036
1950-07-01,23.466153815333456
1950-10-01,23.176577027469246
1951-01-01,26.438425239518025
1951-04-01,26.24052067931919
1951-07-01,25.856029456009377
1951-10-01,27.040368660964596
1952-01-01,30.827461332053495
1952-04-01,33.049076657170964
1952-07-01,34.743796928421446
1952-10-01,40.714710653408574
1953-01-01,38.1557394561796
1953-04-01,34.90769087722079
1953-07-01,26.940513316436963
1953-10-01,20.636359374267464
1954-01-01,14.686011904761909
1954-04-01,12.215118137696535
1954-07-01,11.272820410660668
1954-10-01,12.228717102123099
1955-01-01,14.799899949974993
1955-04-01,16.7581641414841
1955-07-01,17.002945327861486
1955-10-01,14.778946041616337
1956-01-01,13.342440331975869
1956-04-01,13.850960691667357
1956-07-01,15.343673227309784
1956-10-01,19.300204679120124
1957-01-01,21.911274312628937
1957-04-01,22.247948182046564
1957-07-01,22.632968112205766
1957-10-01,18.79499867411829
1958-01-01,13.18580493036341
1958-04-01,11.967300228689638
1958-07-01,12.928239207291137
1958-10-01,14.290584133317473
1959-01-01,16.051084034874673
1959-04-01,17.184143853276844
1959-07-01,16.366239574814223
1959-10-01,14.797497301629004
1960-01-01,15.511336181481084
1960-04-01,14.629521741433194
1960-07-01,13.788400175186144
1960-10-01,13.758254995114406
1961-01-01,16.57141634940327
1961-04-01,17.705698146947512
1961-07-01,16.841518109834276
1961-10-01,16.22584099848865
1962-01-01,16.397821017772827
1962-04-01,14.868947466100835
1962-07-01,15.997630629635417
1962-10-01,15.830495648883836
1963-01-01,14.562663089148021
1963-04-01,16.387964811118483
1963-07-01,18.115702964054492
1963-10-01,21.05546680192596
1964-01-01,22.899060214525015
1964-04-01,22.163641109181075
1964-07-01,21.908558583951066
1964-10-01,20.100686861449635
1965-01-01,20.83742275000715
1965-04-01,21.624309171405454
1965-07-01,23.036088711994694
1965-10-01,26.06274906905337
1966-01-01,27.999009123782326
1966-04-01,27.825080349089816
1966-07-01,27.185294610548016
1966-10-01,27.428288308677583
1967-01-01,26.029004720657124
1967-04-01,25.09437520812643
1967-07-01,25.02806955179753
1967-10-01,26.403984403121108
1968-01-01,26.692625976957054
1968-04-01,27.958849123037677
1968-07-01,26.891207129635685
1968-10-01,25.41571819650532
1969-01-01,24.832795884051695
1969-04-01,25.34705788086924
1969-07-01,25.659864476756788
1969-10-01,24.582324295393487
1970-01-01,24.524681047656284
1970-04-01,25.72395442547142
1970-07-01,25.52214259049297
1970-10-01,23.50349825682776
1971-01-01,24.826504007644722
1971-04-01,23.752172647333314
1971-07-01,23.85822838061682
1971-10-01,22.96075534849127
1972-01-01,23.886354781911876
1972-04-01,25.50484628649581
1972-07-01,25.303022653394926
1972-10-01,28.007305323812524
1973-01-01,31.039764079147638
1973-04-01,32.463941913573
1973-07-01,32.022109296087976
1973-10-01,35.612543725565125
1974-01-01,31.36599727262157
1974-04-01,32.32676422741729
1974-07-01,32.46659732099264
1974-10-01,34.39326487422887
1975-01-01,31.326522071592212
1975-04-01,30.440100792107216
1975-07-01,32.48605650544023
1975-10-01,32.57774827978543
1976-01-01,32.159725297461335
1976-04-01,31.009903903211523
1976-07-01,31.573999294201993
1976-10-01,31.022652068802238
1977-01-01,33.358100708887875
1977-04-01,34.368219202434425
1977-07-01,35.79728799391803
1977-10-01,35.29401836243395
1978-01-01,36.29962205683257
1978-04-01,41.152572293055115
1978-07-01,40.076323823560365
1978-10-01,40.58947765137519
1979-01-01,38.787588156355966
1979-04-01,39.89106704413678
1979-07-01,41.3985151794962
1979-10-01,40.82205562503327
1980-01-01,40.288376826869325
1980-04-01,36.063998941587386
1980-07-01,34.836884869431906
1980-10-01,37.947529652030475
1981-01-01,41.83142966097078
1981-04-01,35.63592555089075
1981-07-01,36.13932551805743
1981-10-01,32.453998851005814
1982-01-01,29.592695350687293
1982-04-01,28.58565779333273
1982-07-01,26.194563206519806
1982-10-01,24.91582788247515
1983-01-01,24.502140264574113
1983-04-01,27.936991840855207
1983-07-01,29.15109244480012
1983-10-01,27.102111934222005
1984-01-01,25.089510742889544
1984-04-01,26.784519492609093
1984-07-01,25.26034246976563
1984-10-01,26.448678347899836
1985-01-01,29.19296998261003
1985-04-01,28.899252454702484
1985-07-01,30.31352912763545
1985-10-01,30.61026679609857
1986-01-01,29.78283895407774
1986-04-01,27.005673333989044
1986-07-01,24.896867297574875
1986-10-01,22.740127957211964
1987-01-01,20.8313907637919
1987-04-01,19.866290935182818
1987-07-01,19.594907265715868
1987-10-01,20.716703253738444
1988-01-01,19.933109039641007
1988-04-01,20.84220143626596
1988-07-01,20.426450149118725
1988-10-01,21.498532659300196
1989-01-01,22.25782150157034
1989-04-01,23.477297627900207
1989-07-01,23.606209560625977
1989-10-01,23.39410176040286
1990-01-01,24.36482403376763
1990-04-01,24.00810626362835
1990-07-01,23.145629438096194
1990-10-01,19.902959148912736
1991-01-01,18.957923842367542
1991-04-01,18.050472096918014
1991-07-01,17.473610286900865
1991-10-01,16.020549275869335
1992-01-01,15.456539556431181
1992-04-01,15.29275115043076
1992-07-01,15.29798353573475
1992-10-01,16.243735903008695
1993-01-01,14.588823779722482
1993-04-01,14.243406239031087
1993-07-01,14.413387871489093
1993-10-01,16.803494843151224
1994-01-01,17.902935091558202
1994-04-01,18.281283306201445
1994-07-01,18.130026134651377
1994-10-01,19.007748374182288
1995-01-01,18.217325449128417
1995-04-01,17.157698404345822
1995-07-01,17.002360872171952
1995-10-01,16.3420924101489
1996-01-01,16.925714236463875
1996-04-01,17.974915034486273
1996-07-01,18.15303995961697
1996-10-01,17.765605159474163
1997-01-01,17.52478901441499
1997-04-01,17.550794950303803
1997-07-01,18.165794238907672
1997-10-01,17.579723278295887
1998-01-01,17.869441070397585
1998-04-01,18.31819746136294
1998-07-01,18.715978198975016
1998-10-01,19.573987344752442
1999-01-01,19.6126361573816
1999-04-01,18.590809726074454
1999-07-01,19.126060332970617
1999-10-01,19.86009055214726
2000-01-01,19.605304774620013
2000-04-01,20.294993734464526
2000-07-01,19.108574652858557
2000-10-01,19.0492210332599
2001-01-01,18.087798088982332
2001-04-01,18.164500280332696
2001-07-01,16.19238343808864
2001-10-01,14.702768702917822
2002-01-01,14.575694333913948
2002-04-01,14.28952332564577
2002-07-01,13.39386903138411
2002-10-01,11.729739158998198
2003-01-01,11.716946877275447
2003-04-01,10.39300449270668
2003-07-01,12.10005848908211
2003-10-01,12.806849228957695
2004-01-01,13.879502754046214
2004-04-01,14.282621001981322
2004-07-01,16.109490263275596
2004-10-01,17.51095285243185
2005-01-01,18.39649464459592
2005-04-01,18.69302849333088
2005-07-01,19.65216805474124
2005-10-01,20.45640017889181
2006-01-01,21.70219262727322
2006-04-01,21.574370052381543
2006-07-01,19.915145838443205
2006-10-01,19.25994675267242
2007-01-01,19.22434007548319
2007-04-01,18.89954564649092
2007-07-01,18.35638883288324
2007-10-01,17.464729188788517
2008-01-01,15.189226590522065
2008-04-01,15.03595700450433
2008-07-01,13.363804629236654
2008-10-01,9.636635704466867
2009-01-01,6.1161277608322795
2009-04-01,4.564768744132364
2009-07-01,4.172214536673913
2009-10-01,4.356895800153282
2010-01-01,3.861652202913546
2010-04-01,4.014079353249067
2010-07-01,3.965156281015858
2010-10-01,4.039508372987721
2011-01-01,4.385192490578005
2011-04-01,4.653921130258176
2011-07-01,5.025042286397907
2011-10-01,8.447647483685362
2012-01-01,11.34996966925561
2012-04-01,12.696259208874672
2012-07-01,12.946738716531847
2012-10-01,12.075216249481535
2013-01-01,12.757390814928392
2013-04-01,11.672039205369412
2013-07-01,11.968551290493812
2013-10-01,12.296601437776378
2014-01-01,12.026813366400368
2014-04-01,12.604622106362706
2014-07-01,13.781902492893504
2014-10-01,13.065182181404822
2015-01-01,12.413642458166606
2015-04-01,12.788636348912185
2015-07-01,12.758232599801689
2015-10-01,12.269589466626861
2016-01-01,11.27896854126298
2016-04-01,11.853978737243388
2016-07-01,11.435764574369522
2016-10-01,11.036283754688725
2017-01-01,12.10825516704579
2017-04-01,10.960608060914767
2017-07-01,10.606284080388107
2017-10-01,11.863553080577628
2018-01-01,12.539210914987887
2018-04-01,12.58837631779457
2018-07-01,13.026587976519032
2018-10-01,13.467380253263105
2019-01-01,13.957013662955585
2019-04-01,14.355914817369353
2019-07-01,14.950436516571353
2019-10-01,14.897488283930027
2020-01-01,12.69482539598894
2020-04-01,2.5557391017469566
2020-07-01,10.115253982524886
2020-10-01,10.139592140334974
2021-01-01,11.453053249781231
2021-04-01,13.546285023715177
2021-07-01,15.016594763237956
2021-10-01,18.449161188375474
2022-01-01,19.439033517118574
2022-04-01,20.599428786082118
2022-07-01,20.973449994937198
2022-10-01,21.889447407555384
2023-01-01,25.022035279735878
2023-04-01,37.71358691584696
2023-07-01,28.97521834784589
2023-10-01,28.22178511377642
2024-01-01,26.33769042247063
2024-04-01,24.16828530924122
2024-07-01,22.794603509381805
